DataType,State,County,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
28,CA,Mendocino,2021,39.1,36.7,34.9,39.8,44.6,52.1,56.7,55.7,52.7,46.2,42.7,37.1
28,CA,Mendocino,2022,36.2,33.3,38.2,39.0,43.5,50.0,55.2,56.2,54.7,46.8,35.0,36.7
28,CA,Mendocino,2023,37.9,32.5,35.2,39.0,46.6,50.2,55.0,56.9,52.1,47.1,41.3,41.4
28,CA,Mendocino,2024,41.7,39.2,38.7,40.8,44.6,50.6,57.9,54.2,52.5,48.0,-99.9,-99.9
28,CA,Merced,1970,41.8,41.5,42.4,41.7,52.2,57.9,63.0,59.5,55.0,48.3,44.7,40.2
28,CA,Merced,1971,37.6,37.1,40.6,43.7,50.1,55.6,61.8,62.5,56.5,46.1,38.7,34.2
28,CA,Merced,1972,33.9,40.7,46.3,46.0,52.5,58.7,61.8,61.0,56.1,51.4,42.8,34.7
28,CA,Merced,1973,37.4,42.9,41.4,45.8,54.0,60.2,60.6,59.8,55.3,48.9,43.2,40.4
28,CA,Merced,1974,38.7,37.2,44.0,44.7,50.2,58.0,61.9,60.4,58.1,52.4,41.1,37.4
28,CA,Merced,1975,34.6,40.7,41.7,40.9,51.3,55.8,60.1,59.6,58.8,48.6,39.0,33.3
28,CA,Merced,1976,32.3,39.8,40.6,43.8,51.9,56.4,62.0,59.0,58.9,51.1,45.3,31.0
28,CA,Merced,1977,37.2,39.6,38.6,46.6,48.0,59.2,60.3,61.3,56.9,50.0,42.2,42.6
28,CA,Merced,1978,43.7,42.9,48.9,45.9,52.0,55.8,61.4,61.6,55.9,51.4,39.2,32.7
28,CA,Merced,1979,36.9,38.6,44.6,45.2,52.6,57.5,61.7,59.4,58.9,53.2,41.5,36.7
28,CA,Merced,1980,42.8,43.4,41.1,46.1,49.4,53.8,62.4,59.3,55.9,49.9,40.5,37.3
28,CA,Merced,1981,41.1,42.0,43.3,46.1,52.4,62.7,60.5,59.9,58.2,47.0,46.4,41.5
28,CA,Merced,1982,34.4,40.6,42.8,45.2,50.8,54.8,60.1,60.4,57.0,50.1,41.5,36.5
28,CA,Merced,1983,38.4,43.7,46.3,44.6,51.6,56.6,59.2,62.9,59.5,52.4,44.3,43.4
28,CA,Merced,1984,38.1,38.3,44.1,44.6,53.8,56.9,64.6,62.0,60.7,48.8,42.7,37.5
28,CA,Merced,1985,35.9,37.8,39.8,48.9,50.6,60.7,64.4,58.8,55.5,48.2,41.4,34.5
28,CA,Merced,1986,43.9,44.1,46.8,45.9,51.2,57.1,60.4,61.3,53.7,49.7,41.3,37.6
28,CA,Merced,1987,34.9,40.3,42.1,48.4,54.4,57.3,57.1,59.7,56.8,54.2,42.7,37.7
28,CA,Merced,1988,37.8,39.2,43.2,47.9,50.7,57.0,64.7,60.8,56.0,50.2,44.6,35.8
28,CA,Merced,1989,32.8,37.9,46.1,49.4,52.2,57.4,60.8,59.3,55.9,49.2,40.2,32.7
28,CA,Merced,1990,36.1,36.8,43.5,50.0,51.9,57.5,63.9,62.0,57.7,51.5,40.5,30.2
28,CA,Merced,1991,36.5,42.9,41.0,44.6,49.1,55.0,62.0,58.8,60.7,54.8,43.6,36.6
28,CA,Merced,1992,36.9,45.7,47.0,50.3,56.8,58.0,61.9,62.7,57.2,53.2,42.6,36.3
28,CA,Merced,1993,38.2,41.7,48.0,46.8,52.3,58.6,60.2,60.5,56.9,52.1,40.0,36.8
28,CA,Merced,1994,36.6,38.8,44.6,47.3,52.3,57.7,61.0,61.1,57.6,49.4,38.1,36.6
28,CA,Merced,1995,44.7,44.8,44.4,46.4,51.1,55.9,61.3,61.9,57.7,51.1,46.3,42.4
28,CA,Merced,1996,41.1,45.9,44.9,48.0,53.1,57.8,64.8,62.9,55.5,49.4,44.5,42.5
28,CA,Merced,1997,42.0,41.6,44.7,48.3,56.7,58.6,62.0,62.4,60.4,49.4,47.2,36.3
28,CA,Merced,1998,41.7,43.2,45.5,46.5,48.6,56.4,62.8,64.0,60.1,48.2,43.4,32.6
28,CA,Merced,1999,37.4,39.2,40.7,44.9,49.6,56.2,60.0,59.9,58.3,52.0,44.0,35.3
28,CA,Merced,2000,41.4,44.5,44.1,48.5,53.9,60.6,59.4,61.5,57.8,50.4,39.2,37.9
28,CA,Merced,2001,35.1,39.8,46.0,43.9,58.0,60.6,62.0,61.0,58.2,52.4,46.1,40.5
28,CA,Merced,2002,36.4,39.7,41.5,47.1,51.0,58.5,62.7,59.7,58.7,49.5,43.8,40.0
28,CA,Merced,2003,42.9,39.5,43.6,44.2,52.5,58.6,65.9,61.8,60.3,52.7,41.0,41.0
28,CA,Merced,2004,39.8,41.5,47.3,48.9,52.4,57.7,62.4,61.6,57.6,50.0,42.1,38.7
28,CA,Merced,2005,41.1,44.4,45.8,45.2,53.5,56.0,66.0,63.3,55.2,49.7,44.1,42.2
28,CA,Merced,2006,39.1,39.8,39.9,47.7,54.7,61.7,67.8,59.8,56.1,47.9,43.8,35.2
28,CA,Merced,2007,31.2,40.2,45.0,47.7,52.9,57.8,62.7,62.3,56.7,49.0,43.8,35.9
28,CA,Merced,2008,37.8,39.5,42.4,44.5,53.1,58.7,63.0,63.2,58.3,51.4,45.8,36.1
28,CA,Merced,2009,37.2,41.4,42.8,46.2,56.6,57.9,63.2,62.0,61.4,50.2,41.3,37.4
28,CA,Merced,2010,41.2,44.0,42.2,44.3,48.5,58.1,61.2,58.9,58.0,53.5,42.0,42.8
28,CA,Merced,2011,38.1,37.6,43.7,46.3,49.0,57.3,62.4,60.8,60.5,52.4,42.0,32.6
28,CA,Merced,2012,37.0,40.2,42.6,47.9,53.2,57.1,61.2,64.1,59.8,52.7,45.4,39.9
28,CA,Merced,2013,34.8,37.2,45.5,50.0,54.6,60.3,64.6,61.4,58.3,49.0,43.6,33.8
28,CA,Merced,2014,38.2,43.0,46.8,49.1,55.2,59.0,65.7,63.2,60.7,54.2,45.8,44.5
28,CA,Merced,2015,38.6,44.6,47.8,47.8,51.2,61.7,64.2,62.6,60.9,56.4,40.3,37.2
28,CA,Merced,2016,42.4,42.8,45.9,50.3,54.4,61.0,63.2,61.6,57.4,51.9,46.0,38.3
28,CA,Merced,2017,38.9,43.9,46.0,47.9,54.0,61.0,64.9,65.7,60.8,49.9,46.8,36.3
28,CA,Merced,2018,43.7,39.2,43.7,48.2,52.8,58.2,66.5,61.7,58.3,52.1,44.6,41.0
28,CA,Merced,2019,41.8,39.6,44.0,51.0,51.4,61.0,63.6,64.4,59.2,49.1,44.2,42.8
28,CA,Merced,2020,39.2,39.5,42.2,48.4,54.9,59.6,61.7,65.9,61.0,53.4,40.0,36.0
28,CA,Merced,2021,38.8,40.6,40.7,47.2,54.0,60.6,66.2,63.6,59.8,50.8,45.3,39.5
28,CA,Merced,2022,37.4,36.4,43.7,46.4,52.5,60.7,64.0,64.7,63.6,52.4,38.8,39.3
28,CA,Merced,2023,39.8,36.4,41.2,46.5,52.1,56.3,64.6,64.0,58.1,52.4,43.4,41.6
28,CA,Merced,2024,42.7,43.1,44.2,47.5,52.5,61.5,67.7,63.3,60.1,56.1,-99.9,-99.9
28,CA,Modoc,1970,25.2,26.5,25.9,24.2,36.6,45.7,49.4,46.3,35.9,30.0,31.2,18.7
28,CA,Modoc,1971,22.2,22.8,22.9,28.7,36.2,41.5,49.7,50.0,36.6,29.7,26.1,17.8
28,CA,Modoc,1972,16.4,24.2,29.5,27.9,36.8,43.9,48.7,47.8,39.1,33.1,26.9,14.4
28,CA,Modoc,1973,18.5,25.9,24.6,28.7,39.7,43.1,48.9,46.3,40.9,32.2,30.7,28.0
28,CA,Modoc,1974,17.9,20.6,26.8,27.7,34.3,43.4,47.2,46.9,41.3,31.9,27.0,22.0
28,CA,Modoc,1975,18.5,21.8,25.6,24.2,34.3,41.8,49.6,45.2,43.0,34.3,24.4,23.9
28,CA,Modoc,1976,23.0,23.1,20.8,27.0,34.6,39.5,49.5,45.0,43.5,32.5,26.8,15.8
28,CA,Modoc,1977,8.9,22.1,22.6,30.0,32.9,47.5,48.3,51.1,42.2,34.8,27.2,26.6
28,CA,Modoc,1978,28.9,27.1,31.5,31.4,34.4,41.0,48.2,47.2,39.2,31.9,21.3,13.3
28,CA,Modoc,1979,15.6,24.3,27.9,29.7,36.8,40.5,48.3,46.7,42.6,39.2,23.9,24.4
28,CA,Modoc,1980,24.2,29.7,24.4,30.6,36.7,39.4,49.6,45.3,42.3,34.1,26.8,23.8
28,CA,Modoc,1981,26.1,23.0,26.4,31.7,37.2,43.3,47.6,47.8,42.6,33.3,30.5,28.7
28,CA,Modoc,1982,17.4,21.6,25.9,26.2,34.9,43.6,47.6,47.8,40.1,32.8,23.7,21.2
28,CA,Modoc,1983,25.6,28.4,30.6,28.3,36.6,41.8,44.2,49.0,40.6,34.6,29.2,24.8
28,CA,Modoc,1984,20.5,23.1,28.2,28.9,37.4,41.2,50.9,47.4,40.4,31.1,27.2,17.3
28,CA,Modoc,1985,16.4,18.3,22.1,31.8,35.3,46.0,51.8,44.4,38.1,29.6,18.1,19.0
28,CA,Modoc,1986,29.5,29.5,31.3,30.1,36.2,47.0,47.4,50.6,38.6,33.1,27.1,22.0
28,CA,Modoc,1987,18.4,24.2,27.5,31.8,39.9,45.4,45.8,47.4,41.2,36.0,27.8,19.9
28,CA,Modoc,1988,17.6,20.4,24.4,32.8,34.8,44.3,51.7,47.7,39.9,35.5,28.7,17.5
28,CA,Modoc,1989,10.9,12.2,29.6,34.1,35.6,45.1,46.4,45.4,40.8,32.1,24.2,19.7
28,CA,Modoc,1990,22.3,16.1,26.5,34.8,34.6,41.6,50.7,48.6,41.8,31.7,22.8,10.9
28,CA,Modoc,1991,18.8,27.6,24.7,28.5,34.0,39.3,50.2,48.2,42.7,34.4,28.7,21.4
28,CA,Modoc,1992,22.2,28.0,28.4,33.9,40.8,46.2,48.7,48.8,41.2,35.3,25.3,16.9
28,CA,Modoc,1993,15.0,18.7,32.0,30.6,38.3,40.4,43.0,45.2,40.5,35.3,20.8,21.2
28,CA,Modoc,1994,23.3,20.9,27.5,31.8,39.1,41.5,52.1,46.1,42.0,30.7,18.8,19.1
28,CA,Modoc,1995,27.4,27.6,26.7,28.3,37.7,41.5,47.5,44.6,43.0,31.3,30.9,26.3
28,CA,Modoc,1996,24.5,25.8,26.5,30.7,35.4,42.9,51.7,48.3,38.8,32.5,28.5,26.4
28,CA,Modoc,1997,21.8,22.7,27.7,30.1,40.5,42.2,47.7,47.2,41.4,32.0,30.0,20.0
28,CA,Modoc,1998,27.3,25.8,26.8,29.8,34.8,42.2,50.8,49.3,45.0,31.3,27.3,17.3
28,CA,Modoc,1999,22.6,21.6,24.8,28.4,34.2,40.9,45.9,46.0,41.0,33.6,30.6,21.1
28,CA,Modoc,2000,23.9,28.3,26.3,32.8,37.7,44.6,47.1,47.6,39.6,32.2,22.7,23.4
28,CA,Modoc,2001,20.3,20.6,28.1,27.6,39.9,41.8,48.6,48.8,42.3,35.1,27.4,23.1
28,CA,Modoc,2002,19.4,24.1,23.3,31.6,35.4,43.8,51.7,45.6,41.3,29.0,26.5,25.1
28,CA,Modoc,2003,30.7,22.1,28.7,28.6,37.2,45.2,52.6,47.8,42.7,35.6,24.6,25.3
28,CA,Modoc,2004,23.2,24.3,30.5,31.5,36.7,43.8,50.7,49.2,39.2,33.1,25.0,23.6
28,CA,Modoc,2005,21.8,24.7,27.7,30.5,39.2,39.6,51.7,48.4,38.0,33.1,26.7,24.4
28,CA,Modoc,2006,25.2,21.4,23.2,31.5,38.9,46.3,52.2,46.3,40.6,31.0,27.4,21.5
28,CA,Modoc,2007,16.0,24.9,29.2,30.5,37.5,41.9,51.3,47.8,38.7,31.7,27.0,18.1
28,CA,Modoc,2008,17.5,21.0,23.3,26.1,37.1,41.0,49.8,48.3,41.6,33.9,30.4,18.2
28,CA,Modoc,2009,21.7,24.4,24.4,28.8,39.4,43.5,50.3,46.9,43.6,31.4,25.2,16.9
28,CA,Modoc,2010,28.4,25.6,25.0,27.4,31.5,42.6,49.2,46.4,40.7,37.2,24.0,25.9
28,CA,Modoc,2011,21.3,19.4,27.5,27.2,32.5,40.4,47.5,48.0,44.9,33.9,24.7,19.1
28,CA,Modoc,2012,22.0,21.8,26.2,32.3,35.9,40.0,49.1,50.4,44.7,34.8,29.6,19.0
28,CA,Modoc,2013,15.2,20.4,27.7,30.6,37.4,44.4,52.6,47.2,42.5,29.1,26.5,15.5
28,CA,Modoc,2014,24.2,27.1,28.9,32.0,38.0,43.8,54.6,49.6,44.8,37.0,29.1,28.3
28,CA,Modoc,2015,27.7,30.0,31.4,29.4,39.2,50.2,51.6,49.4,42.8,39.2,22.7,21.2
28,CA,Modoc,2016,23.6,28.4,29.9,35.2,39.2,45.5,49.1,49.8,40.9,35.2,30.2,17.4
28,CA,Modoc,2017,17.3,25.9,30.8,30.7,38.0,46.1,52.5,52.8,43.0,31.5,30.2,22.2
28,CA,Modoc,2018,28.5,19.4,25.0,31.2,40.8,43.3,52.6,48.8,40.2,33.5,26.9,21.6
28,CA,Modoc,2019,24.8,18.5,26.0,34.5,38.0,43.8,49.0,49.5,40.5,28.6,27.8,25.0
28,CA,Modoc,2020,25.1,23.1,25.6,32.4,38.7,43.5,49.7,51.7,46.6,35.3,26.2,21.9
28,CA,Modoc,2021,23.7,22.5,24.8,31.8,38.0,50.1,55.9,49.8,43.2,34.2,30.3,22.3
28,CA,Modoc,2022,24.0,22.6,29.0,28.8,34.4,44.0,53.0,53.2,46.3,35.3,21.2,21.4
28,CA,Modoc,2023,19.1,20.3,19.7,30.0,40.5,44.0,52.3,50.7,41.4,35.8,28.3,28.2
28,CA,Modoc,2024,26.6,25.7,27.4,31.6,36.1,47.1,56.0,49.1,45.2,36.3,-99.9,-99.9
28,CA,Mono,1970,19.1,20.3,19.0,20.2,32.3,39.6,48.1,47.1,35.0,28.4,25.0,14.9
28,CA,Mono,1971,17.5,16.9,19.1,24.1,31.0,38.8,48.3,48.0,37.1,26.6,21.7,12.0
28,CA,Mono,1972,12.3,17.1,24.7,24.7,32.0,42.4,48.0,45.0,37.7,31.0,20.2,14.4
28,CA,Mono,1973,12.8,16.8,17.8,24.1,34.7,41.7,45.3,45.5,35.9,29.3,23.6,20.2
28,CA,Mono,1974,15.5,16.6,23.7,22.9,33.6,40.8,47.0,43.8,39.6,30.8,23.4,17.0
28,CA,Mono,1975,17.1,17.2,20.3,18.9,29.9,39.0,47.2,42.6,41.3,29.4,20.6,18.6
28,CA,Mono,1976,15.7,16.7,17.8,22.7,35.0,38.8,46.5,40.7,40.6,29.5,22.8,13.7
28,CA,Mono,1977,13.2,18.6,15.9,26.8,28.0,45.0,46.3,47.4,39.1,31.7,25.0,22.9
28,CA,Mono,1978,18.3,17.6,26.0,24.6,29.9,39.2,46.0,45.3,37.1,33.3,19.8,12.6
28,CA,Mono,1979,14.3,15.6,21.8,25.0,33.5,38.7,46.1,44.8,39.8,33.3,20.2,17.5
28,CA,Mono,1980,20.8,21.5,17.4,25.5,30.9,36.9,47.4,44.6,38.4,30.1,22.7,18.5
28,CA,Mono,1981,18.7,18.5,21.4,27.8,34.0,44.4,45.6,45.5,42.3,28.1,26.0,22.8
28,CA,Mono,1982,11.5,18.8,18.3,23.2,32.6,39.6,46.7,47.0,40.0,30.8,20.8,17.2
28,CA,Mono,1983,16.4,20.4,22.1,21.9,30.2,38.9,41.8,46.9,41.4,32.5,24.4,22.2
28,CA,Mono,1984,17.2,15.5,22.5,24.1,36.1,39.2,49.5,47.7,41.7,27.8,22.7,12.9
28,CA,Mono,1985,13.4,15.1,17.8,28.4,33.0,44.4,49.2,44.0,36.8,30.3,20.9,17.5
28,CA,Mono,1986,23.2,21.8,25.1,26.5,34.5,42.7,46.0,48.1,35.1,29.2,22.2,17.2
28,CA,Mono,1987,12.3,17.1,21.2,29.2,35.5,42.5,43.9,46.3,40.2,35.2,24.2,14.5
28,CA,Mono,1988,16.3,19.0,21.4,26.7,32.1,40.9,49.4,47.0,39.0,35.1,24.2,14.0
28,CA,Mono,1989,12.1,15.2,25.4,30.8,34.2,41.5,47.9,43.4,38.9,29.1,22.6,18.0
28,CA,Mono,1990,15.3,13.0,23.1,30.4,32.8,41.0,48.1,44.6,40.9,31.8,21.9,9.5
28,CA,Mono,1991,15.5,21.9,17.5,23.3,29.3,39.0,48.3,46.4,41.2,33.1,24.4,17.4
28,CA,Mono,1992,15.6,21.8,24.4,31.6,38.3,40.1,45.7,47.7,40.3,34.2,20.9,12.9
28,CA,Mono,1993,13.5,16.1,25.4,27.3,35.7,38.4,44.5,44.2,38.5,32.4,20.4,15.2
28,CA,Mono,1994,17.8,14.8,25.3,28.1,34.7,43.6,49.5,48.2,38.9,29.1,15.0,16.5
28,CA,Mono,1995,20.3,22.0,20.8,24.2,31.1,36.0,44.3,45.4,40.6,31.3,28.0,19.6
28,CA,Mono,1996,21.5,21.3,21.3,26.6,35.0,41.6,49.3,46.7,38.1,30.3,23.9,21.7
28,CA,Mono,1997,18.2,17.6,23.8,26.2,37.1,42.0,44.8,45.9,40.7,28.8,24.1,14.5
28,CA,Mono,1998,18.6,15.6,21.0,22.7,27.8,37.6,46.6,47.2,40.8,28.1,23.9,14.2
28,CA,Mono,1999,19.2,17.0,20.8,22.8,33.2,40.2,46.6,42.8,40.4,32.0,25.4,17.2
28,CA,Mono,2000,20.6,20.5,21.5,28.9,36.6,42.9,45.4,46.4,38.7,30.2,17.8,20.0
28,CA,Mono,2001,13.6,15.2,24.3,24.0,38.2,43.4,46.7,48.5,41.7,33.8,23.8,17.6
28,CA,Mono,2002,14.4,18.5,18.2,27.4,32.3,42.4,49.8,44.9,40.3,29.2,24.2,16.4
28,CA,Mono,2003,22.6,16.9,23.0,23.2,33.6,42.7,50.1,47.3,42.2,34.6,20.0,17.4
28,CA,Mono,2004,15.4,16.4,26.2,28.0,34.1,41.9,48.2,44.9,37.9,29.6,22.4,18.3
28,CA,Mono,2005,18.0,19.9,21.2,23.6,35.1,38.2,51.1,46.7,36.2,31.8,25.6,21.1
28,CA,Mono,2006,16.5,16.8,16.5,27.6,35.5,43.8,50.8,43.6,38.0,29.4,24.2,16.4
28,CA,Mono,2007,11.9,19.3,24.1,28.6,35.3,42.0,50.6,48.1,38.7,30.3,24.5,15.4
28,CA,Mono,2008,14.8,16.6,21.0,25.6,33.8,40.4,49.1,48.2,39.7,30.0,26.9,14.8
28,CA,Mono,2009,19.4,18.0,19.2,24.4,38.4,40.2,48.7,45.4,42.7,29.3,23.3,13.6
28,CA,Mono,2010,17.6,19.8,19.4,22.0,27.8,42.3,48.9,44.4,38.7,33.8,21.5,21.9
28,CA,Mono,2011,18.1,14.8,21.6,24.7,29.2,38.9,46.1,45.8,42.9,32.8,21.5,14.0
28,CA,Mono,2012,19.8,17.9,22.7,27.6,34.6,41.5,47.6,49.9,43.1,33.3,24.9,16.5
28,CA,Mono,2013,13.2,15.9,25.6,28.8,34.9,44.6,50.9,45.8,41.5,27.6,24.6,14.5
28,CA,Mono,2014,21.4,22.5,24.3,28.6,34.7,42.9,50.8,46.5,42.9,34.8,26.0,21.8
28,CA,Mono,2015,22.9,25.5,26.7,26.5,35.0,45.8,47.5,48.2,43.2,36.1,19.2,15.4
28,CA,Mono,2016,18.0,21.3,25.9,29.8,34.3,45.7,48.6,47.1,40.0,33.4,25.0,18.8
28,CA,Mono,2017,15.8,21.5,24.0,27.2,35.1,43.7,51.0,49.4,39.4,29.4,27.9,20.0
28,CA,Mono,2018,22.7,15.7,20.2,29.1,35.9,43.4,52.2,47.7,41.1,31.2,24.8,18.8
28,CA,Mono,2019,20.5,13.2,20.7,29.6,31.6,41.3,47.1,47.9,39.1,25.9,23.9,19.0
28,CA,Mono,2020,19.8,19.3,20.1,29.1,35.6,41.2,47.9,50.4,43.0,34.0,23.0,17.4
28,CA,Mono,2021,18.6,18.2,19.4,27.8,35.2,46.5,52.7,48.1,42.2,29.9,28.4,17.8
28,CA,Mono,2022,17.5,16.9,24.0,26.6,32.0,42.1,50.2,50.3,44.3,31.6,18.4,18.0
28,CA,Mono,2023,14.0,13.4,15.6,25.2,33.8,38.9,50.4,46.5,40.2,32.2,23.6,22.6
28,CA,Mono,2024,20.2,19.5,22.2,26.6,33.6,46.3,51.0,47.2,41.8,34.6,-99.9,-99.9
28,CA,Monterey,1970,40.4,38.9,38.6,36.0,44.4,48.4,52.2,51.2,48.0,43.8,42.4,37.5
28,CA,Monterey,1971,35.0,35.3,36.6,37.7,43.4,47.3,51.5,54.1,50.6,40.8,37.0,33.3
28,CA,Monterey,1972,32.5,38.4,40.4,39.1,43.6,48.8,53.6,53.3,49.7,48.5,40.3,33.6
28,CA,Monterey,1973,35.1,40.8,37.4,40.4,46.0,50.2,50.9,51.3,49.4,44.1,39.5,37.7
28,CA,Monterey,1974,36.6,33.1,40.6,39.1,42.8,48.5,52.7,52.8,50.9,47.7,39.1,34.7
28,CA,Monterey,1975,32.3,37.8,38.1,36.1,43.3,47.6,50.0,50.4,51.5,43.4,35.8,33.2
28,CA,Monterey,1976,31.0,36.4,35.8,38.3,44.2,47.0,52.4,52.8,52.9,47.1,41.1,31.5
28,CA,Monterey,1977,35.1,36.7,33.3,38.4,42.1,49.7,50.9,54.0,50.7,44.8,39.9,41.3
28,CA,Monterey,1978,42.1,41.4,45.4,41.5,44.7,47.6,51.9,51.4,49.4,45.7,36.8,31.9
28,CA,Monterey,1979,35.7,36.0,41.3,39.7,45.2,47.0,51.9,51.0,51.8,48.1,38.8,35.2
28,CA,Monterey,1980,40.8,41.3,37.5,41.0,43.7,45.9,52.9,51.4,49.2,44.1,36.5,36.1
28,CA,Monterey,1981,39.1,38.9,39.2,40.2,44.4,51.1,50.5,51.7,50.3,42.5,43.3,39.2
28,CA,Monterey,1982,32.0,38.5,39.2,40.3,44.7,48.8,51.3,51.9,50.6,45.7,39.2,36.8
28,CA,Monterey,1983,37.1,41.3,42.8,40.2,45.5,48.9,51.3,55.1,54.9,49.7,42.6,41.2
28,CA,Monterey,1984,36.4,35.8,39.3,39.0,45.6,47.7,55.2,53.8,54.3,45.2,40.1,36.3
28,CA,Monterey,1985,34.0,34.8,36.5,43.3,43.7,50.6,55.4,51.5,50.1,44.3,38.9,35.6
28,CA,Monterey,1986,41.8,41.7,42.9,41.0,43.7,49.6,52.0,53.1,48.2,45.4,39.0,36.0
28,CA,Monterey,1987,34.2,37.2,39.1,41.7,47.4,49.0,50.7,52.2,50.6,50.7,41.0,36.8
28,CA,Monterey,1988,37.1,35.8,38.4,42.0,43.2,48.5,54.0,53.1,49.4,47.5,41.2,34.9
28,CA,Monterey,1989,33.1,35.6,41.7,43.7,45.2,50.0,51.5,50.8,50.6,45.6,38.6,32.3
28,CA,Monterey,1990,35.0,34.4,39.9,43.9,44.7,49.0,54.3,54.1,51.3,45.6,37.5,29.0
28,CA,Monterey,1991,35.8,40.1,38.9,39.9,42.4,46.9,53.6,53.2,52.9,48.6,40.1,35.2
28,CA,Monterey,1992,35.4,42.6,43.5,45.0,49.6,51.4,54.8,53.4,50.9,48.9,39.4,35.1
28,CA,Monterey,1993,38.2,39.6,43.6,42.1,46.4,49.0,52.4,53.2,50.3,48.5,38.3,35.6
28,CA,Monterey,1994,35.3,36.8,40.7,42.0,46.2,48.0,52.3,51.9,51.5,44.8,35.6,35.3
28,CA,Monterey,1995,43.9,43.2,42.3,41.1,46.4,48.4,53.8,52.4,51.4,46.2,43.7,41.0
28,CA,Monterey,1996,38.8,44.0,41.1,42.4,46.3,48.9,54.7,53.1,49.2,45.0,41.7,41.3
28,CA,Monterey,1997,41.1,37.3,39.5,42.1,49.2,49.9,53.6,55.8,54.0,45.4,44.6,36.2
28,CA,Monterey,1998,41.3,40.8,41.2,41.6,45.0,50.7,54.4,54.9,53.6,43.6,40.1,31.8
28,CA,Monterey,1999,36.4,36.7,37.7,39.8,43.1,47.6,52.1,52.1,51.4,46.5,41.6,33.8
28,CA,Monterey,2000,39.9,42.2,39.3,43.0,47.2,51.6,51.4,52.7,51.7,47.0,35.9,37.2
28,CA,Monterey,2001,34.2,37.7,42.5,39.1,48.2,50.0,53.9,52.5,51.5,47.8,43.5,39.5
28,CA,Monterey,2002,33.9,37.2,37.3,42.3,43.8,49.1,53.5,52.5,52.2,45.0,42.6,39.8
28,CA,Monterey,2003,41.9,37.5,39.6,39.9,45.9,50.7,54.3,54.8,53.6,47.5,38.3,39.9
28,CA,Monterey,2004,37.2,38.4,42.8,41.8,45.3,49.2,54.4,54.1,50.5,46.7,39.2,37.6
28,CA,Monterey,2005,39.3,42.6,42.8,39.8,47.0,48.0,55.2,54.0,48.7,45.0,42.3,40.4
28,CA,Monterey,2006,37.2,36.7,36.5,43.2,46.7,51.9,55.8,51.9,49.6,44.2,40.3,35.5
28,CA,Monterey,2007,31.0,38.4,40.0,41.0,44.7,48.5,53.8,53.6,50.4,45.1,40.3,33.9
28,CA,Monterey,2008,36.8,37.3,37.9,38.7,44.5,49.0,53.9,53.8,51.2,45.9,43.6,34.5
28,CA,Monterey,2009,36.6,38.7,38.7,40.1,48.1,50.2,53.3,53.1,52.8,46.2,37.8,36.8
28,CA,Monterey,2010,40.6,40.9,38.4,39.9,42.8,49.6,52.9,51.6,50.9,48.7,38.9,40.9
28,CA,Monterey,2011,37.5,34.9,40.5,40.7,43.4,49.2,53.6,52.8,53.1,47.9,39.4,31.4
28,CA,Monterey,2012,35.7,36.6,38.6,42.6,44.7,48.0,52.5,55.2,51.6,48.5,42.7,38.2
28,CA,Monterey,2013,34.7,34.3,40.6,43.3,46.9,51.9,54.7,53.6,52.1,44.2,40.8,33.2
28,CA,Monterey,2014,39.2,40.8,42.9,44.0,48.0,50.6,57.2,55.4,54.6,49.7,43.9,43.6
28,CA,Monterey,2015,39.9,42.9,43.5,42.1,45.7,52.7,55.9,55.7,54.9,52.1,38.2,35.5
28,CA,Monterey,2016,42.0,41.0,42.5,44.4,47.3,51.6,52.8,53.4,51.0,47.7,42.8,37.2
28,CA,Monterey,2017,38.5,42.8,42.2,43.5,47.7,52.0,55.1,57.2,55.0,46.2,43.9,35.1
28,CA,Monterey,2018,41.9,35.8,40.0,42.7,46.7,49.9,57.2,54.4,50.4,47.4,42.2,39.0
28,CA,Monterey,2019,40.4,36.5,40.5,45.5,46.5,52.4,53.8,55.9,53.0,43.8,40.5,41.1
28,CA,Monterey,2020,37.5,37.0,40.1,44.2,47.4,50.9,54.0,58.2,54.9,50.6,38.8,35.8
28,CA,Monterey,2021,37.8,37.6,36.8,41.4,45.5,52.0,56.1,55.8,53.9,46.4,44.0,38.2
28,CA,Monterey,2022,37.7,34.4,39.1,41.1,44.6,51.8,55.1,55.7,56.7,47.6,36.4,39.1
28,CA,Monterey,2023,38.6,34.5,38.9,41.5,47.2,50.0,55.3,56.1,52.2,48.5,41.8,41.3
28,CA,Monterey,2024,40.6,40.5,40.8,42.9,45.8,51.8,57.1,55.1,53.3,50.5,-99.9,-99.9
28,CA,Napa,1970,42.6,41.6,41.9,38.8,48.6,53.6,56.1,53.3,52.8,46.1,45.8,38.1
28,CA,Napa,1971,38.3,37.1,38.8,41.0,46.7,51.1,56.3,56.9,52.9,43.9,39.4,33.6
28,CA,Napa,1972,33.4,40.6,43.2,42.5,47.3,52.5,56.6,56.0,51.7,50.5,41.3,33.8
28,CA,Napa,1973,36.6,42.7,39.2,43.8,50.0,54.3,56.3,53.5,53.9,47.8,43.6,40.5
28,CA,Napa,1974,37.8,36.0,42.4,41.4,46.1,52.8,56.2,55.9,53.6,49.1,40.1,36.8
28,CA,Napa,1975,34.4,38.9,40.9,39.0,48.1,52.0,54.6,54.8,53.3,47.5,38.6,36.2
