Year,Commodity Code,Crop Name,County Code,County,Harvested Acres,Yield,Production,Price Per Unit,Unit,Value
2012,261999,ALMONDS ALL,47,Merced,98500.0,0.98,96100.0,4904.92,Tons ,471363000.0
2013,261999,ALMONDS ALL,47,Merced,98900.0,1.07,106000.0,6346.87,tons,672768000.0
2014,261999,ALMONDS ALL,47,Merced,99900.0,0.99,98600.0,8019.82,Tons,790754000.0
2015,261999,ALMONDS ALL,47,Merced,102000.0,0.85,86200.0,6404.2,Tons,552042000.0
2016,261999,ALMONDS ALL,47,Merced,104000.0,1.13,118000.0,4903.23,Tons,578581000.0
2017,261999,ALMONDS ALL,47,Merced,109000.0,1.12,122000.0,4885.86,Tons ,596075000.0
2018,261999,ALMONDS ALL,47,Merced,102000.0,0.9,91400.0,4959.61,Tons ,453308000.0
2019,261999,ALMONDS ALL,47,Merced,97000.0,0.88,85300.0,4938.5,Tons ,421254000.0
2020,261999,ALMONDS ALL,47,Merced,103000.0,1.25,129000.0,3648.09,Tons ,470603000.0
1986,261999,ALMONDS ALL,53,Monterey,,,,,  ,
1987,261999,ALMONDS ALL,53,Monterey,,,,,  ,
1988,261999,ALMONDS ALL,53,Monterey,,,,,  ,
1987,261999,ALMONDS ALL,61,Placer,,,,,  ,
1988,261999,ALMONDS ALL,61,Placer,,,,,  ,
2018,261999,ALMONDS ALL,61,Placer,22.0,0.09,2.0,5450.0,Tons ,10900.0
2019,261999,ALMONDS ALL,61,Placer,2090.0,0.25,521.0,4861.8,Tons ,2533000.0
2020,261999,ALMONDS ALL,61,Placer,3410.0,0.54,1840.0,3298.37,Tons ,6069000.0
1986,261999,ALMONDS ALL,67,Sacramento,,,,,  ,
1987,261999,ALMONDS ALL,67,Sacramento,,,,,  ,
1988,261999,ALMONDS ALL,67,Sacramento,,,,,  ,
1993,261999,ALMONDS ALL,67,Sacramento,170.0,0.5,85.0,3600.0,TONS ,306000.0
1994,261999,ALMONDS ALL,67,Sacramento,170.0,0.59,100.0,2460.0,TONS ,246000.0
1995,261999,ALMONDS ALL,67,Sacramento,176.0,0.4,70.0,4800.0,TONS ,336000.0
1996,261999,ALMONDS ALL,67,Sacramento,170.0,0.5,85.0,4200.0,TONS ,357000.0
1997,261999,ALMONDS ALL,67,Sacramento,158.0,0.5,79.0,3051.0,TONS ,241000.0
1998,261999,ALMONDS ALL,67,Sacramento,158.0,0.5,79.0,3000.0,TONS ,237000.0
2017,261999,ALMONDS ALL,67,Sacramento,275.0,0.4,110.0,4700.0,Tons ,517000.0
2018,261999,ALMONDS ALL,67,Sacramento,413.0,0.6,248.0,4544.35,Tons ,1127000.0
2019,261999,ALMONDS ALL,67,Sacramento,1180.0,0.3,354.0,5169.49,Tons ,1830000.0
2020,261999,ALMONDS ALL,67,Sacramento,1970.0,0.7,1380.0,3404.35,Tons ,4698000.0
1986,261999,ALMONDS ALL,69,San Benito,,,,,  ,
1987,261999,ALMONDS ALL,69,San Benito,,,,,  ,
1988,261999,ALMONDS ALL,69,San Benito,,,,,  ,
1980,261999,ALMONDS ALL,77,San Joaquin,30908.0,0.55,17000.0,3040.0,TONS ,51678000.0
1981,261999,ALMONDS ALL,77,San Joaquin,30998.0,0.64,19800.0,1403.0,TONS ,27775000.0
1982,261999,ALMONDS ALL,77,San Joaquin,32308.0,0.47,15100.0,1700.0,TONS ,25670000.0
1983,261999,ALMONDS ALL,77,San Joaquin,33573.0,0.21,6900.0,2494.0,TONS ,17212000.0
1984,261999,ALMONDS ALL,77,San Joaquin,34475.0,1.46,50304.0,833.0,TONS ,41920000.0
1985,261999,ALMONDS ALL,77,San Joaquin,36933.0,0.6,22100.0,1303.0,TONS ,28794000.0
1986,261999,ALMONDS ALL,77,San Joaquin,36444.0,0.2,7290.0,3899.0,TON ,28426000.0
1987,261999,ALMONDS ALL,77,San Joaquin,36200.0,0.82,29700.0,2049.0,TONS ,60849000.0
1988,261999,ALMONDS ALL,77,San Joaquin,36800.0,0.7,25800.0,2079.0,TON ,53645000.0
1989,261999,ALMONDS ALL,77,San Joaquin,37400.0,0.56,21000.0,2196.0,TONS ,46111000.0
1990,261999,ALMONDS ALL,77,San Joaquin,36600.0,0.78,28600.0,1700.0,TONS ,48606000.0
1991,261999,ALMONDS ALL,77,San Joaquin,33600.0,0.51,17100.0,2151.0,TONS ,36780000.0
1992,261999,ALMONDS ALL,77,San Joaquin,34400.0,0.65,22400.0,2456.0,TONS ,55006000.0
1993,261999,ALMONDS ALL,77,San Joaquin,36100.0,0.67,24200.0,3720.0,TONS ,90024000.0
1994,261999,ALMONDS ALL,77,San Joaquin,40400.0,0.8,32300.0,2502.0,TONS ,80800000.0
1995,261999,ALMONDS ALL,77,San Joaquin,40206.0,0.48,19299.0,4450.0,TONS ,85880000.0
1996,261999,ALMONDS ALL,77,San Joaquin,40507.0,0.59,23899.0,4161.0,TONS ,99444000.0
1997,261999,ALMONDS ALL,77,San Joaquin,36800.0,0.8,29400.0,3200.0,TONS ,94080000.0
1998,261999,ALMONDS ALL,77,San Joaquin,38500.0,0.58,22200.0,3594.0,TONS ,79778000.0
1999,261999,ALMONDS ALL,77,San Joaquin,41200.0,1.05,43200.0,1616.0,TON ,69801000.0
2000,261999,ALMONDS ALL,77,San Joaquin,41800.0,0.87,36400.0,2399.0,TON ,87306000.0
2001,261999,ALMONDS ALL,77,San Joaquin,43100.0,0.8,34500.0,1780.0,TONS ,61406000.0
2002,261999,ALMONDS ALL,77,San Joaquin,43900.0,0.93,40800.0,2202.0,TON ,89840000.0
2003,261999,ALMONDS ALL,77,San Joaquin,42800.0,0.92,39400.0,3197.89,TON ,125997000.0
2004,261999,ALMONDS ALL,77,San Joaquin,42900.0,0.89,38200.0,4503.4,TON ,172030000.0
2005,261999,ALMONDS ALL,77,San Joaquin,43000.0,0.72,30900.0,5390.94,TONS ,166580000.0
2006,261999,ALMONDS ALL,77,San Joaquin,44000.0,0.74,32600.0,4400.0,TONS ,143440000.0
2007,261999,ALMONDS ALL,77,San Joaquin,46000.0,0.98,45100.0,3523.99,TON ,158932000.0
2008,261999,ALMONDS ALL,77,San Joaquin,47500.0,1.23,58400.0,3000.0,TON ,175200000.0
2009,261999,ALMONDS ALL,77,San Joaquin,47800.0,0.99,47300.0,2840.0,Tons ,134332000.0
2010,261999,ALMONDS ALL,77,San Joaquin,48200.0,0.92,44300.0,3540.0,Tons ,156822000.0
2011,261999,ALMONDS ALL,77,San Joaquin,48800.0,1.03,50200.0,3740.0,Tons ,187748000.0
2012,261999,ALMONDS ALL,77,San Joaquin,56100.0,1.23,69000.0,4354.0,Tons ,300426000.0
2013,261999,ALMONDS ALL,77,San Joaquin,56800.0,1.25,70900.0,6600.0,tons,467940000.0
2014,261999,ALMONDS ALL,77,San Joaquin,59200.0,1.15,68100.0,8500.0,Tons,578850000.0
2015,261999,ALMONDS ALL,77,San Joaquin,65300.0,0.96,62400.0,6946.86,Tons,433484000.0
2016,261999,ALMONDS ALL,77,San Joaquin,71100.0,1.02,72700.0,4798.06,Tons,348819000.0
2017,261999,ALMONDS ALL,77,San Joaquin,74200.0,1.02,75400.0,4810.62,Tons ,362721000.0
2018,261999,ALMONDS ALL,77,San Joaquin,87300.0,1.26,110000.0,4876.33,Tons ,536396000.0
2019,261999,ALMONDS ALL,77,San Joaquin,103000.0,0.87,89900.0,5001.35,Tons ,449621000.0
2020,261999,ALMONDS ALL,77,San Joaquin,104000.0,1.76,183000.0,3792.52,Tons ,694031000.0
1980,261999,ALMONDS ALL,79,San Luis Obispo,6184.0,0.18,1138.0,2500.0,TONS ,2845000.0
1981,261999,ALMONDS ALL,79,San Luis Obispo,6154.0,0.1,585.0,2501.0,TONS ,1463000.0
1982,261999,ALMONDS ALL,79,San Luis Obispo,6079.0,0.04,261.0,1701.0,TONS ,444000.0
1983,261999,ALMONDS ALL,79,San Luis Obispo,5979.0,0.03,179.0,1402.0,TONS ,251000.0
1984,261999,ALMONDS ALL,79,San Luis Obispo,5979.0,0.04,251.0,1600.0,TONS ,401600.0
1985,261999,ALMONDS ALL,79,San Luis Obispo,5949.0,0.01,36.0,1200.0,TONS ,43200.0
1986,261999,ALMONDS ALL,79,San Luis Obispo,5000.0,0.0,5.0,5000.0,TON ,25000.0
1987,261999,ALMONDS ALL,79,San Luis Obispo,4911.0,0.02,122.0,2820.0,TONS ,344000.0
1988,261999,ALMONDS ALL,79,San Luis Obispo,4782.0,0.01,53.0,3509.0,TONS ,186000.0
1989,261999,ALMONDS ALL,79,San Luis Obispo,4299.0,0.02,99.0,3747.0,TONS ,371000.0
1990,261999,ALMONDS ALL,79,San Luis Obispo,3299.0,0.01,36.0,4111.0,TONS ,148000.0
1991,261999,ALMONDS ALL,79,San Luis Obispo,2799.0,0.0,11.0,4000.0,TONS ,44000.0
1992,261999,ALMONDS ALL,79,San Luis Obispo,2400.0,0.03,77.0,3740.0,TONS ,288000.0
1993,261999,ALMONDS ALL,79,San Luis Obispo,2400.0,0.02,36.0,4583.0,TONS ,165000.0
1994,261999,ALMONDS ALL,79,San Luis Obispo,2200.0,0.04,88.0,4602.0,TONS ,405000.0
1986,261999,ALMONDS ALL,85,Santa Clara,,,,,  ,
1980,261999,ALMONDS ALL,95,Solano,2970.0,0.42,1250.0,1651.0,TONS ,2064000.0
1981,261999,ALMONDS ALL,95,Solano,2990.0,0.45,1354.0,1320.0,TONS ,1787300.0
1982,261999,ALMONDS ALL,95,Solano,3007.0,0.31,920.0,1740.0,TONS ,1600800.0
1983,261999,ALMONDS ALL,95,Solano,2992.0,0.18,550.0,2300.0,TONS ,1265000.0
1984,261999,ALMONDS ALL,95,Solano,2777.0,0.79,2198.0,886.0,TONS ,1946500.0
1985,261999,ALMONDS ALL,95,Solano,2647.0,0.26,683.0,1200.0,TONS ,819600.0
1986,261999,ALMONDS ALL,95,Solano,2444.0,0.15,367.0,4000.0,TON ,1468000.0
1987,261999,ALMONDS ALL,95,Solano,2325.0,0.36,847.0,2100.0,TONS ,1778700.0
1988,261999,ALMONDS ALL,95,Solano,2194.0,0.32,704.0,2000.0,TON ,1408200.0
1989,261999,ALMONDS ALL,95,Solano,1876.0,0.23,434.0,2001.0,TONS ,868600.0
1990,261999,ALMONDS ALL,95,Solano,1686.0,0.38,648.0,1507.0,TONS ,976400.0
1991,261999,ALMONDS ALL,95,Solano,1621.0,0.18,295.0,1930.0,TONS ,569300.0
1992,261999,ALMONDS ALL,95,Solano,1636.0,0.3,496.0,2001.0,TONS ,992400.0
1993,261999,ALMONDS ALL,95,Solano,1430.0,0.34,486.0,3334.0,TONS ,1620500.0
1994,261999,ALMONDS ALL,95,Solano,1430.0,0.4,569.0,2301.0,TONS ,1309400.0
1995,261999,ALMONDS ALL,95,Solano,1415.0,0.15,214.0,3350.0,TONS ,717000.0
1996,261999,ALMONDS ALL,95,Solano,1338.0,0.3,405.0,3485.0,TONS ,1411400.0
1997,261999,ALMONDS ALL,95,Solano,1358.0,0.42,575.0,2998.0,TONS ,1723800.0
1998,261999,ALMONDS ALL,95,Solano,1501.0,0.4,600.0,3113.0,TONS ,1868000.0
1999,261999,ALMONDS ALL,95,Solano,1506.0,0.4,609.0,1575.0,TON ,959300.0
2000,261999,ALMONDS ALL,95,Solano,1531.0,0.3,461.0,1731.0,TON ,798000.0
2001,261999,ALMONDS ALL,95,Solano,1688.0,0.32,533.0,1505.0,TONS ,802200.0
2002,261999,ALMONDS ALL,95,Solano,1714.0,0.46,794.0,1936.0,TON ,1537400.0
2003,261999,ALMONDS ALL,95,Solano,1997.0,0.61,1209.0,2663.69,TON ,3220400.0
2004,261999,ALMONDS ALL,95,Solano,1997.0,0.41,824.0,3868.57,TONS ,3187700.0
2005,261999,ALMONDS ALL,95,Solano,2066.0,0.47,979.0,5375.28,TONS ,5262400.0
2006,261999,ALMONDS ALL,95,Solano,2106.0,0.61,1283.0,4114.73,TONS ,5279200.0
2007,261999,ALMONDS ALL,95,Solano,2263.0,0.93,2097.0,3307.15,TON ,6935100.0
2008,261999,ALMONDS ALL,95,Solano,2860.0,0.77,2202.0,2350.45,TONS ,5175700.0
2009,261999,ALMONDS ALL,95,Solano,3322.0,0.78,2591.0,2971.17,Tons ,7698300.0
2010,261999,ALMONDS ALL,95,Solano,3130.0,0.75,2350.0,3603.4,Tons ,8468000.0
2011,261999,ALMONDS ALL,95,Solano,3180.0,0.78,2480.0,3619.35,Tons ,8976000.0
2012,261999,ALMONDS ALL,95,Solano,3250.0,0.95,3080.0,4155.52,Tons ,12799000.0
2013,261999,ALMONDS ALL,95,Solano,3330.0,0.95,3160.0,5415.51,tons,17113000.0
2014,261999,ALMONDS ALL,95,Solano,3430.0,0.7,2410.0,5873.86,Tons,14156000.0
2015,261999,ALMONDS ALL,95,Solano,6880.0,0.65,4470.0,5280.31,Tons,23603000.0
2016,261999,ALMONDS ALL,95,Solano,9000.0,0.89,8020.0,4478.43,Tons,35917000.0
2017,261999,ALMONDS ALL,95,Solano,17800.0,0.5,8970.0,4305.35,Tons ,38619000.0
2018,261999,ALMONDS ALL,95,Solano,13000.0,0.47,6170.0,4748.62,Tons ,29299000.0
2019,261999,ALMONDS ALL,95,Solano,14000.0,0.86,12000.0,4609.33,Tons ,55312000.0
2020,261999,ALMONDS ALL,95,Solano,18300.0,0.77,14100.0,3595.74,Tons ,50700000.0
1980,261999,ALMONDS ALL,99,Stanislaus,45300.0,0.59,26727.0,3000.0,TONS ,80181000.0
1981,261999,ALMONDS ALL,99,Stanislaus,45760.0,0.8,36608.0,1400.0,TONS ,51251000.0
1982,261999,ALMONDS ALL,99,Stanislaus,48400.0,0.69,33154.0,1800.0,TONS ,59677000.0
1983,261999,ALMONDS ALL,99,Stanislaus,53311.0,0.4,21325.0,2340.0,TONS ,49899000.0
1984,261999,ALMONDS ALL,99,Stanislaus,54853.0,0.89,48545.0,1700.0,TONS ,82526000.0
1985,261999,ALMONDS ALL,99,Stanislaus,61928.0,0.81,50007.0,1320.0,TONS ,66009000.0
1986,261999,ALMONDS ALL,99,Stanislaus,64134.0,0.26,16611.0,4000.0,TON ,66442000.0
1987,261999,ALMONDS ALL,99,Stanislaus,65417.0,0.99,64894.0,2000.0,TONS ,129787000.0
1988,261999,ALMONDS ALL,99,Stanislaus,65261.0,0.88,57104.0,2000.0,TON ,114207000.0
1989,261999,ALMONDS ALL,99,Stanislaus,67800.0,0.63,42714.0,2200.0,TONS ,93971000.0
1990,261999,ALMONDS ALL,99,Stanislaus,69500.0,0.92,63900.0,1720.0,TONS ,109908000.0
1991,261999,ALMONDS ALL,99,Stanislaus,70500.0,0.64,45100.0,2160.0,TONS ,97416000.0
1992,261999,ALMONDS ALL,99,Stanislaus,71500.0,0.74,52900.0,2400.0,TONS ,126960000.0
1993,261999,ALMONDS ALL,99,Stanislaus,70000.0,0.71,49700.0,3840.0,TON ,190848000.0
1994,261999,ALMONDS ALL,99,Stanislaus,73000.0,0.97,70800.0,2340.0,TONS ,165672000.0
1995,261999,ALMONDS ALL,99,Stanislaus,67100.0,0.46,30866.0,4700.0,TONS ,145070000.0
1996,261999,ALMONDS ALL,99,Stanislaus,83600.0,0.59,49300.0,4200.0,TONS ,207060000.0
1997,261999,ALMONDS ALL,99,Stanislaus,82900.0,1.0,82900.0,3000.0,TONS ,248700000.0
1998,261999,ALMONDS ALL,99,Stanislaus,87000.0,0.7,60900.0,2900.0,TONS ,176610000.0
1999,261999,ALMONDS ALL,99,Stanislaus,88400.0,0.99,87500.0,1572.0,TON ,137511000.0
2000,261999,ALMONDS ALL,99,Stanislaus,88900.0,0.7,62200.0,2070.0,TON ,128754000.0
2001,261999,ALMONDS ALL,99,Stanislaus,89500.0,0.86,77000.0,1780.0,TONS ,137060000.0
2002,261999,ALMONDS ALL,99,Stanislaus,90100.0,1.14,102700.0,2100.0,TON ,215670000.0
2003,261999,ALMONDS ALL,99,Stanislaus,93800.0,0.94,88200.0,2720.0,TON ,239904000.0
2004,261999,ALMONDS ALL,99,Stanislaus,96200.0,1.04,100000.0,4168.0,TONS ,416800000.0
2005,261999,ALMONDS ALL,99,Stanislaus,97300.0,0.84,81700.0,5790.0,TONS ,473043000.0
2006,261999,ALMONDS ALL,99,Stanislaus,98700.0,0.89,87800.0,4800.0,TONS ,421440000.0
2007,261999,ALMONDS ALL,99,Stanislaus,118000.0,1.16,137000.0,3400.0,TON ,465800000.0
2008,261999,ALMONDS ALL,99,Stanislaus,128598.0,1.09,140000.0,3030.0,TON ,424200000.0
2009,261999,ALMONDS ALL,99,Stanislaus,134003.0,1.0,134000.0,3400.0,Tons ,455600000.0
2010,261999,ALMONDS ALL,99,Stanislaus,145000.0,0.77,111000.0,3518.0,Tons ,390498000.0
2011,261999,ALMONDS ALL,99,Stanislaus,150000.0,1.12,168000.0,3740.0,Tons ,628320000.0
2012,261999,ALMONDS ALL,99,Stanislaus,155000.0,1.09,169000.0,4354.0,Tons ,735826000.0
2013,261999,ALMONDS ALL,99,Stanislaus,160000.0,1.21,194000.0,5800.0,tons,1125200000.0
2014,261999,ALMONDS ALL,99,Stanislaus,164000.0,1.05,173000.0,7800.0,Tons,1349400000.0
2015,261999,ALMONDS ALL,99,Stanislaus,178000.0,0.97,172000.0,7260.0,Tons,1248720000.0
2016,261999,ALMONDS ALL,99,Stanislaus,182000.0,1.04,189000.0,4800.0,Tons,907200000.0
2017,261999,ALMONDS ALL,99,Stanislaus,188000.0,1.13,212000.0,4848.0,Tons ,1027776000.0
2018,261999,ALMONDS ALL,99,Stanislaus,196000.0,1.15,226000.0,4700.0,Tons ,1062200000.0
2019,261999,ALMONDS ALL,99,Stanislaus,216000.0,1.1,238000.0,4962.92,Tons ,1181174000.0
2020,261999,ALMONDS ALL,99,Stanislaus,272000.0,1.06,289000.0,3720.0,Tons ,1075080000.0
1980,261999,ALMONDS ALL,999,State Total,327314.0,0.54,176375.0,2941.0,    ,518698770.0
1981,261999,ALMONDS ALL,999,State Total,327343.0,0.65,212124.0,1439.0,    ,305183435.0
1982,261999,ALMONDS ALL,999,State Total,328597.0,0.54,177972.0,1756.0,    ,312557315.0
1983,261999,ALMONDS ALL,999,State Total,349750.0,0.37,128770.0,2314.0,    ,297995125.0
1984,261999,ALMONDS ALL,999,State Total,376159.0,1.02,384371.0,1244.0,    ,478027675.0
1985,261999,ALMONDS ALL,999,State Total,409670.0,0.62,252549.0,1306.0,    ,329785845.0
1986,261999,ALMONDS ALL,999,State Total,417974.0,0.32,133186.0,4018.0,    ,535178625.0
1987,261999,ALMONDS ALL,999,State Total,416172.0,0.83,346196.0,2029.0,    ,702298320.0
1988,261999,ALMONDS ALL,999,State Total,414181.0,0.76,314184.0,2045.0,    ,642673670.0
1989,261999,ALMONDS ALL,999,State Total,414425.0,0.63,259018.0,2174.0,    ,563349004.0
1990,261999,ALMONDS ALL,999,State Total,422189.0,0.81,342009.0,1751.0,    ,598759300.0
1991,261999,ALMONDS ALL,999,State Total,401950.0,0.64,258839.0,2235.0,    ,578813430.0
1992,261999,ALMONDS ALL,999,State Total,405968.0,0.69,279870.0,2447.0,    ,684977000.0
1993,261999,ALMONDS ALL,999,State Total,423604.0,0.67,282628.0,3764.0,    ,1063748300.0
1994,261999,ALMONDS ALL,999,State Total,443636.0,0.88,388736.0,2525.0,    ,981699200.0
1995,261999,ALMONDS ALL,999,State Total,429113.0,0.45,194931.0,4860.0,    ,947373700.0
1996,261999,ALMONDS ALL,999,State Total,454803.0,0.62,280448.0,4163.0,    ,1168269000.0
1997,261999,ALMONDS ALL,999,State Total,453294.0,0.92,416852.0,3113.0,    ,1297872800.0
1998,261999,ALMONDS ALL,999,State Total,477567.0,0.61,292933.0,3117.0,    ,912983900.0
1999,261999,ALMONDS ALL,999,State Total,517825.0,0.89,459058.0,1693.0,    ,778147100.0
2000,261999,ALMONDS ALL,999,State Total,516767.0,0.71,366234.0,2112.0,    ,773623600.0
2001,261999,ALMONDS ALL,999,State Total,555982.0,0.82,453809.0,1846.0,    ,837945200.0
2002,261999,ALMONDS ALL,999,State Total,557530.0,1.01,563957.0,2151.0,    ,1212827800.0
2003,261999,ALMONDS ALL,999,State Total,569284.0,0.94,532789.0,2825.87,    ,1505591800.0
2004,261999,ALMONDS ALL,999,State Total,677108.0,1.07,725018.0,3270.92,    ,2371474011.0
2005,261999,ALMONDS ALL,999,State Total,611723.0,0.83,504280.0,5685.05,    ,2869151710.0
2006,261999,ALMONDS ALL,999,State Total,642661.0,0.91,585898.0,4306.02,    ,2522886300.0
2007,261999,ALMONDS ALL,999,State Total,713790.0,1.04,739032.0,3571.05,    ,2639123200.0
2008,261999,ALMONDS ALL,999,State Total,756898.0,1.11,840195.0,2882.46,    ,2421825200.0
2009,261999,ALMONDS ALL,999,State Total,773029.0,0.96,741825.0,3189.21,    ,2365834200.0
2010,261999,ALMONDS ALL,999,State Total,840634.0,0.99,829764.0,3437.09,    ,2851971000.0
2011,261999,ALMONDS ALL,999,State Total,876195.0,1.16,1019922.0,3647.48,    ,3720144310.0
2012,261999,ALMONDS ALL,999,State Total,904581.0,1.09,984611.0,4518.54, ,4449001300.0
2013,261999,ALMONDS ALL,999,State Total,940160.0,1.12,1055598.0,5681.86,,5997760600.0
2014,261999,ALMONDS ALL,999,State Total,1039225.0,1.0,1039884.0,7319.91,,7611860700.0
2015,261999,ALMONDS ALL,999,State Total,1109526.0,0.94,1045613.0,6819.31,,7130359200.0
2016,261999,ALMONDS ALL,999,State Total,1202093.0,1.08,1292349.0,4797.06,,6199479020.0
2017,261999,ALMONDS ALL,999,State Total,1273518.0,1.08,1377004.0,4712.16,    ,6488687540.0
2018,261999,ALMONDS ALL,999,State Total,1335675.0,1.03,1373733.0,4708.61,    ,6468372900.0
